homophobic,inappropriate,misogyny,racism,hate_speech,no_offense,tweet,result,
1,5,0,8,2,1, Trial black crime monkey nigga theory care green only,4,
1,1,2,10,1,1, As black monkey drive involve form head fact remember,4,
0,2,1,6,2,1, Outside crime black nigga monkey significant lawyer fine director about,4,
2,2,1,9,2,1, Training monkey crime nigga game look,4,
1,1,1,7,3,1, Church monkey nigga crime black cost increase sort,4,
1,3,2,9,4,1, Market crime popular more finally deep thousand,4,
1,3,1,10,2,1, Need crime stock heavy in campaign pick impact,4,
0,4,1,8,2,1, Seven nigga technology couple their,4,
1,3,1,9,1,0, Put monkey nigga real thought pull young,4,
0,5,2,7,3,1, Cost nigga feel see north special throw real,4,
1,3,0,7,4,0, Authority black crime monkey nigga perform full start subject north black,4,
1,2,2,7,4,1, Mother crime nigga black monkey source ground Mr writer,4,
0,2,2,8,1,1, Pattern black crime after name stop peace decision,4,
1,3,0,10,2,0, Take crime monkey black hospital effort truth seat professional happy,4,
0,5,2,9,5,1, Attention black monkey together here rock,4,
2,2,0,6,4,1, However monkey upon return professional,4,
1,2,1,7,3,1, Scientist black professor far between individual,4,
0,4,0,10,3,0, Garden nigga hard film since,4,
2,4,0,8,1,1, Official monkey establish pretty perform question,4,
2,5,0,8,5,0, Purpose nigga black crime finally radio them,4,
2,5,0,6,4,1, Less black crime nigga monkey final every rest school,4,
1,3,1,10,1,0, Despite black nigga sort middle may,4,
1,3,1,10,4,1, Whatever crime politics require,4,
0,3,0,8,5,0, Data black crime arrive project fast nothing friend ask,4,
2,5,0,9,2,0, Its black monkey crime nigga have future administration executive college,4,
2,5,1,7,2,1, As crime black monkey nigga group whole probably,4,
1,5,1,9,2,1, Experience monkey wear contain suddenly night sign,4,
0,4,0,9,2,1, Red nigga crime society heart something real,4,
0,1,0,6,5,1, Century monkey black crime decide book improve edge seat article,4,
1,4,1,7,3,1, Effect nigga crime monkey black management scene society senior,4,
1,2,2,8,4,0, Animal black treatment person wrong debate wait choose red,4,
1,2,0,10,2,1, Write crime black monkey nigga series would develop both company list,4,
2,4,1,10,1,1, Act crime nigga clearly probably receive yet since,4,
2,4,2,10,1,0, Response nigga crime enter movement often energy growth,4,
0,1,2,7,2,0, Speech crime benefit customer prove seem even,4,
2,2,2,6,1,1, Speak monkey crime black serve like assume return seat form sure,4,
0,1,1,10,4,1, Upon crime will building point,4,
2,2,1,7,1,1, Tonight crime nigga monkey throw enough,4,
1,3,0,7,2,0, Product black crime monkey nigga phone room quality try challenge out,4,
0,2,2,8,3,1, During crime black woman education standard easy project,4,
0,1,0,10,4,1, In black monkey nigga crime opportunity miss build leader rate choice,4,
1,2,1,7,4,0, Yard crime black nigga morning black contain,4,
2,2,1,10,3,0, Decade black crime nigga itself professor speech,4,
1,3,0,9,4,0, Girl monkey crime nigga black time health others wish can,4,
2,3,0,9,2,0, Let monkey crime nigga black control west church,4,
0,1,2,6,2,1, Interest nigga monkey crime black fish voice picture behind teach low,4,
1,5,0,7,1,0, Boy monkey nigga crime black about change process expect once,4,
1,1,2,8,3,0, Require monkey crime black part scientist responsibility sing table describe,4,
2,4,0,8,5,0, Seven crime establish day try movement lawyer charge,4,
2,5,1,6,1,1, Marriage nigga crime monkey black forget use,4,
2,1,1,6,5,0, Chair monkey crime be current our,4,
1,5,2,7,4,0, Front monkey crime black nigga hundred language western technology,4,
1,4,2,6,5,0, Who monkey crime nigga support answer expect,4,
0,2,2,8,3,1, Guy crime nigga others page finish physical defense,4,
2,4,1,8,3,1, Spend crime nigga amount end fund,4,
0,3,1,7,4,1, Seven monkey crime job recently front whether between decision,4,
0,1,2,9,2,0, List nigga monkey song very term,4,
2,4,0,8,5,0, Box nigga crime monkey black dog security own oil walk box,4,
2,2,2,8,1,1, Because crime color protect figure,4,
2,5,1,9,1,1, Experience monkey nigga sing here anyone entire month,4,
1,5,2,7,5,0, Bring monkey black nigga over cover tree second green prevent,4,
2,1,1,9,2,1, Economy crime black yet security mother marriage else time usually,4,
0,1,1,10,5,1, Concern crime son guy and,4,
2,3,0,10,3,1, Truth black nigga Mrs popular window learn,4,
0,3,1,10,3,1, Prove crime power real these bed young be,4,
0,5,1,8,5,1, Send monkey around avoid water party college along,4,
2,2,2,8,5,0, Suffer black nigga crime story understand size purpose arrive,4,
1,1,0,7,1,1, Member nigga black monkey dream really,4,
2,1,1,9,2,1, Save black monkey crime nigga land front actually,4,
2,5,0,6,5,0, Television crime nigga monkey break even,4,
2,4,0,10,3,0, Enjoy monkey crime manage building,4,
1,3,1,8,4,0, Experience black crime perform material officer,4,
1,3,2,7,1,0, Society monkey her there of change especially create,4,
2,4,1,7,2,1, Factor monkey crime nigga black will allow number west wife,4,
1,3,1,7,4,0, Again crime monkey impact approach environment,4,
2,4,2,6,2,1, Account monkey crime more rather at state shake society blood,4,
2,2,0,7,1,1, Before crime monkey black nigga catch design employee bar,4,
2,4,0,10,3,1, Boy nigga monkey black school he total this artist for about,4,
2,3,2,6,3,0, Step nigga monkey black crime would challenge grow floor public,4,
0,4,1,6,2,1, Me black entire last,4,
2,1,1,7,1,0, Peace monkey nigga crime black different experience reduce step morning point,4,
0,1,1,6,3,0, Dinner nigga black crime natural cause always know Republican,4,
0,4,1,10,1,0, Defense black monkey crime nigga accept almost plan government song true,4,
2,1,2,7,5,0, Kind monkey nigga black officer and nation number,4,
2,5,2,10,4,0, Nice black crime tax recognize example evening push safe,4,
1,1,2,6,5,0, Relate nigga monkey crime news change list source,4,
0,2,2,10,4,0, Day black economic small perhaps second method able western,4,
0,4,2,9,1,1, Like black monkey nigga crime this table long,4,
1,1,0,6,3,1, Most black crime nigga monkey head cell risk remember admit,4,
0,4,1,9,4,1, Enjoy crime monkey black top its range cut room general record,4,
0,1,1,7,2,0, Night nigga white program,4,
2,2,0,7,4,0, Lot crime black nigga monkey into our claim body,4,
2,4,0,8,2,1, Far monkey nigga black crime sing road start option live,4,
1,3,1,7,4,0, Issue nigga everybody oil visit answer house,4,
1,3,0,6,4,0, Thus nigga crime political smile happy,4,
0,1,1,8,5,1, According nigga black friend table every friend finally foot,4,
1,4,1,9,4,1, Indicate monkey crime our yes particularly,4,
2,4,0,9,4,0, Board monkey nigga white bank market short pull evidence,4,
1,3,1,8,4,1, Contain black crime always well buy miss,4,
0,2,0,7,2,1, Enter black crime monkey chance purpose poor real,4,
0,5,1,9,1,1, Lead black crime risk top skin others outside,4,
2,5,0,9,4,0, Factor monkey black crime nigga many prevent happen computer opportunity,4,
1,4,1,10,1,1, Land crime monkey age hundred science mother finally rich,4,
0,5,2,10,3,1, Serve nigga reality understand,4,
2,3,2,6,5,0, Beautiful black crime itself career girl science enough,4,
1,5,0,10,1,1, Guy nigga monkey crime military relate put,4,
2,5,2,9,4,0, Art nigga author piece although television coach affect,4,
1,1,1,7,5,1, Behavior black nigga monkey crime pattern law operation religious,4,
1,4,1,9,5,0, Institution monkey each paper,4,
2,4,0,6,5,1, Carry nigga monkey black crime religious might bag,4,
2,1,2,7,1,0, Behavior monkey remain statement write campaign tax assume,4,
1,2,1,9,1,0, Television crime monkey nigga tax change on figure everything answer,4,
0,2,1,6,3,1, Brother crime black monkey nigga organization third may success himself,4,
1,5,2,8,5,1, School crime black monkey despite politics manage wife happy young,4,
0,1,2,6,3,0, Young black nigga crime monkey environment speech,4,
1,5,2,7,1,1, Decide monkey nigga black issue suddenly present significant service,4,
1,4,0,9,2,1, Participant nigga black design make book,4,
1,4,2,9,1,0, Offer monkey special information economic financial bring,4,
2,5,2,9,1,1, See nigga crime service relate main,4,
1,4,2,10,2,0, Answer monkey black hand then last north student inside,4,
0,1,0,10,3,0, Side monkey black crime allow smile great,4,
2,5,1,9,2,1, Indeed monkey crime black nigga their type,4,
0,5,0,8,5,0, Idea monkey crime black than reality letter act enjoy line care,4,
1,1,0,6,1,1, Over monkey black crime nigga health evening must imagine pressure better drive,4,
0,2,2,8,1,0, Message monkey bill feel PM attack herself,4,
0,2,1,6,3,0, Alone black crime nigga perhaps other into,4,
1,5,0,9,3,1, Or nigga property treatment foot seven,4,
1,1,1,7,1,0, Away monkey wall strong financial,4,
0,4,1,7,3,1, Lead monkey black nigga crime new open night argue top,4,
1,4,1,8,3,1, Likely black economic radio friend specific couple throughout,4,
0,2,2,6,2,1, Bar monkey inside home course event,4,
1,3,2,9,4,1, Tend black television white chair television modern,4,
1,1,1,9,5,1, Guy nigga sea one,4,
1,5,0,9,1,1, Hotel black monkey nigga church political strategy foreign despite affect fine,4,
2,4,0,7,4,1, Event crime monkey black spend performance face choose about sing,4,
0,1,2,10,2,1, Pull crime monkey game minute hard debate,4,
2,3,0,8,3,1, Do crime hold current start down story meeting church,4,
1,1,1,10,1,1, Minute nigga black monkey few west civil,4,
2,2,2,7,4,1, Choice crime black monkey nigga compare indeed method,4,
0,5,2,8,5,0, Area monkey black nigga crime door sure most back note,4,
0,5,2,6,4,0, Particular monkey crime nigga past need open recognize data environment,4,
1,1,2,6,4,0, Foot nigga sense even,4,
2,1,0,7,2,1, Less nigga monkey war law two bed thought,4,
2,4,2,7,2,0, Myself crime hard difference,4,
0,1,1,10,3,1, Several black nigga if back look age itself,4,
0,4,1,9,2,1, However black produce first production entire sell,4,
0,3,2,7,1,0, Shoulder monkey trip whose the organization,4,
1,2,2,6,1,0, Throughout crime nigga monkey support lawyer fine fine,4,
2,2,2,7,1,0, Provide nigga monkey crime black mind admit bit water house forward,4,
2,5,0,8,2,0, Name crime nigga whether again line image seek or,4,
2,2,1,10,4,0, Factor crime meet street environmental,4,
2,2,2,10,1,0, Run crime nigga interest lay shoulder attorney study modern site,4,
0,1,0,6,2,1, Professional crime monkey black nigga character draw at statement,4,
2,5,0,7,4,0, Free nigga short hit together whether poor design,4,
2,1,2,6,4,1, Think black nigga crime monkey attorney really receive,4,
1,5,1,9,1,1, Lawyer black monkey nigga several energy rate,4,
0,3,1,8,3,0, Every black nigga monkey crime book ability page even certainly decade,4,
0,2,0,8,5,0, Arrive nigga monkey crime everyone fact tough across amount,4,
0,1,0,10,5,1, Staff monkey nigga black crime fire artist everyone,4,
0,1,1,6,2,0, Person black crime nigga eight maybe party interest,4,
1,4,1,8,5,1, Gas monkey nigga crime black assume require down guy consider receive,4,
0,2,1,7,1,1, Work nigga black crime monkey she interest system team after born,4,
0,2,2,10,1,0, As black nigga serious hair,4,
2,5,0,7,4,0, Administration monkey nigga crime black local hour see situation also unit heavy,4,
1,4,1,7,2,0, Stay crime hot serve for,4,
2,5,0,7,4,1, Computer monkey black nigga natural child prevent scene food necessary,4,
2,1,1,6,2,1, Care nigga monkey name help recent citizen performance include,4,
0,5,2,7,1,0, Idea black note management maybe,4,
1,5,2,8,3,1, Authority nigga monkey crime black attorney other condition need finally art,4,
2,2,1,6,2,1, Yeah nigga black crime shake fine expert from home same,4,
1,5,1,9,3,1, Form black crime young project quite eat,4,
1,4,1,8,2,0, Become nigga interview develop audience oil,4,
2,3,2,8,2,1, Seek monkey occur already today coach,4,
0,1,2,6,4,0, Relationship monkey crime black nigga language player tend,4,
0,4,0,8,3,0, Language black crime single society opportunity white clear,4,
0,5,1,6,1,1, Life monkey black crime nigga here sing certain strong public simple,4,
0,1,2,7,5,0, Land crime black monkey home technology always knowledge material one,4,
1,4,2,9,5,0, Program black nigga crime monkey particular trip provide he fight,4,
2,1,0,7,1,0, This crime nigga black by benefit some of mean interesting,4,
0,3,0,9,1,1, This nigga monkey black crime world item s,4,
9,2,2,1,3,1, Director frivolous gay like idea place size hotel so,1,
7,1,2,1,3,1, First gay resource response doctor its,1,
9,1,0,2,2,0, Southern homosexual frivolous radio ready half three line,1,
10,2,2,0,5,1, Just frivolous who bag some away language single,1,
10,2,1,1,3,0, Thought lazy bums gay frivolous federal rest task according financial vote,1,
9,3,0,3,2,0, Poor homosexual frivolous chair measure difficult ground,1,
7,2,0,0,2,1, Watch lazy bums frivolous early candidate authority safe industry,1,
8,4,0,3,3,0, Trip gay lazy bums homosexual frivolous make report under,1,
9,2,1,2,4,0, Nice gay lazy bums frivolous homosexual grow save situation it city,1,
9,1,0,2,5,0, Resource homosexual frivolous popular teach,1,
9,2,0,3,4,1, Interest homosexual gay frivolous lazy bums score back practice bit,1,
7,3,1,3,1,1, Check homosexual lazy bums share discuss only daughter effect model,1,
8,4,0,3,2,1, Line frivolous whose second into major say local,1,
9,1,1,1,1,1, Statement homosexual frivolous gay lazy bums miss nation guy leave book,1,
9,2,2,2,3,1, Glass lazy bums new herself commercial,1,
9,1,0,0,2,1, Ago homosexual lazy bums gay over project oil,1,
10,4,0,0,1,0, Present frivolous gay homosexual give nearly,1,
7,2,2,0,3,0, Worry homosexual card program,1,
8,3,0,2,1,0, Course frivolous homosexual beautiful news degree pick hard write small,1,
9,2,1,2,4,0, Find homosexual lazy bums frivolous Republican choose,1,
8,2,2,0,5,1, Democrat frivolous hope above foreign,1,
10,1,2,1,4,1, Assume lazy bums homosexual gay body bring financial tough social trade,1,
7,4,1,2,5,1, Answer lazy bums homosexual frivolous gay sing east itself crime clearly city clearly,1,
6,1,0,1,5,0, Build gay lazy bums homosexual frivolous any throughout recently cell,1,
7,2,2,3,5,1, Behavior gay frivolous lazy bums politics actually loss,1,
7,2,1,3,3,0, Carry homosexual frivolous work hard industry popular candidate minute,1,
10,1,0,2,4,0, Prove gay frivolous and field institution huge above,1,
9,2,2,3,2,1, Beat gay homosexual frivolous lazy bums fight together PM,1,
10,1,2,0,1,0, Final lazy bums pick spring across religious consumer,1,
6,3,2,1,2,0, Tend frivolous homosexual least someone financial view,1,
10,1,1,2,4,1, Agent frivolous homosexual lazy bums start probably rate none whose peace,1,
9,2,0,1,5,1, Tell homosexual method somebody like,1,
9,4,2,1,1,1, Next gay homosexual prove foreign middle ahead,1,
9,2,2,0,3,0, Me gay lazy bums frivolous homosexual stay behavior quickly statement buy consumer,1,
9,4,2,1,3,0, Address frivolous lazy bums relate red idea,1,
7,4,2,3,3,0, Prove gay lazy bums frivolous company speech,1,
6,1,1,0,5,0, Enough homosexual lazy bums gay beat billion organization side picture decade,1,
6,2,1,0,1,1, Firm gay frivolous party subject down,1,
10,4,1,0,2,0, Food lazy bums homosexual day senior reality real bar,1,
